Major,Major Cluster,Major Subcluster,Academic Division,Degree Level,Graduation Year,Job Title,Job Function,Company,Industry Group,State
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,DevOps Engineer,Software & IT,Microsoft,Technology & Software,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Account Executive,Sales & Business Development,Accenture,Professional Services & Consulting,FL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Auditor,Finance & Accounting,Ameriprise Financial,Financial Services & Insurance,CO
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Software Engineer,Software & IT,Optum,Technology & Software,MA
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2020,Scientist,Research & Science,Ameriprise Financial,Financial Services & Insurance,MA
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Strategy Analyst,Consulting & Advisory,Allina Health,Healthcare & Medical,MN
Elementary Education (K-6),EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Tutor,Education & Teaching,Minneapolis Public Schools,Education & Academia,OH
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Specialist,Other,AmeriCorps,Government & Public Service,WI
Manufacturing Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Leasing Agent,Real Estate,AWS,Technology & Software,IA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Advisory Associate,Consulting & Advisory,Xcel Energy,Energy & Utilities,SD
Philosophy,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2022,Auditor,Finance & Accounting,McGough Construction,Construction / Engineering / Real Estate,FL
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Project Engineer,Engineering,McGough Construction,Construction / Engineering / Real Estate,WI
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Research Scientist,Research & Science,McGough Construction,Construction / Engineering / Real Estate,MA
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Business Development Associate,Sales & Business Development,Securian Financial,Financial Services & Insurance,FL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Underwriter,Finance & Accounting,Medtronic,Manufacturing & Industrial,IL
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Case Manager,Nonprofit & Social Services,Toro Company,Manufacturing & Industrial,TX
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Policy Analyst,Government & Public Service,3M,Manufacturing & Industrial,MA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Data Scientist,Data & Analytics,Abbott Laboratories,Healthcare & Medical,MN
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Data Scientist,Data & Analytics,Accenture,Technology & Software,MN
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Business Development Associate,Sales & Business Development,Mortenson,Construction / Engineering / Real Estate,CA
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2021,Tutor,Education & Teaching,KPMG,Financial Services & Insurance,CO
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Data Scientist,Data & Analytics,EY,Professional Services & Consulting,CA
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Office Coordinator,Administrative & Support,Deloitte,Professional Services & Consulting,OH
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Real Estate Analyst,Real Estate,Abbott Laboratories,Healthcare & Medical,CA
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Project Engineer,Engineering,General Mills,Retail & Consumer Products,MN
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2023,Teaching Assistant,Education & Teaching,University of St. Thomas,Education & Academia,NY
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Medical Assistant,Healthcare & Clinical,KPMG,Financial Services & Insurance,ND
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Inspector,Construction & Trades,Cargill,Retail & Consumer Products,FL
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Systems Administrator,Software & IT,Accenture,Professional Services & Consulting,MA
Strategic Comm: Ad and PR,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2022,Social Media Manager,Marketing & Communications,Accenture,Professional Services & Consulting,CA
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Web Developer,Software & IT,3M,Technology & Software,MN
Data Analytics,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Specialist,Other,KPMG,Professional Services & Consulting,MN
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Appraiser,Real Estate,Wells Fargo,Financial Services & Insurance,OH
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Clinical Research Coordinator,Healthcare & Clinical,Medtronic,Healthcare & Medical,MN
Journalism,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2019,Office Coordinator,Administrative & Support,Sleep Number,Retail & Consumer Products,IL
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2025,Tutor,Education & Teaching,Osseo Area Schools,Education & Academia,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,PR Specialist,Marketing & Communications,EY,Financial Services & Insurance,MN
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Systems Administrator,Software & IT,Optum,Technology & Software,OH
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Leasing Agent,Real Estate,Mayo Clinic,Healthcare & Medical,NY
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Site Supervisor,Construction & Trades,Toro Company,Manufacturing & Industrial,MA
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Research Scientist,Research & Science,Ameriprise Financial,Financial Services & Insurance,TX
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2025,Public Administrator,Government & Public Service,UnitedHealth Group,Healthcare & Medical,MN
Philosophy,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2019,Physical Therapist,Healthcare & Clinical,Medtronic,Healthcare & Medical,WA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Content Strategist,Marketing & Communications,Kraus-Anderson,Construction / Engineering / Real Estate,CA
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Team Lead,Management & Leadership,Children's Minnesota,Healthcare & Medical,IA
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2020,Data Analyst,Data & Analytics,Deloitte,Professional Services & Consulting,WI
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Clinical Research Coordinator,Healthcare & Clinical,Intel,Technology & Software,TX
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Logistics Manager,Operations & Supply Chain,Mayo Clinic,Healthcare & Medical,WI
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Site Supervisor,Construction & Trades,CBRE Group,Construction / Engineering / Real Estate,MA
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Program Manager,Management & Leadership,McKinsey,Professional Services & Consulting,MN
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Marketing Coordinator,Marketing & Communications,Accenture,Professional Services & Consulting,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Supply Chain Coordinator,Operations & Supply Chain,Deloitte,Professional Services & Consulting,CA
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Physical Therapist,Healthcare & Clinical,Abbott Laboratories,Healthcare & Medical,NE
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Analytics Consultant,Data & Analytics,PwC,Professional Services & Consulting,MA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Assistant Manager,Management & Leadership,IBM,Technology & Software,CO
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Office Manager,Administrative & Support,Microsoft,Technology & Software,MN
Public Health,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Multimedia Specialist,Design & Creative,Abbott Laboratories,Healthcare & Medical,MN
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Policy Analyst,Government & Public Service,Wayzata Public Schools,Education & Academia,NY
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Financial Analyst,Finance & Accounting,Kraus-Anderson,Construction / Engineering / Real Estate,SD
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Design Engineer,Engineering,KPMG,Financial Services & Insurance,GA
Operations Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Auditor,Finance & Accounting,Fastenal,Retail & Consumer Products,MA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Research Assistant,Research & Science,Grant Thornton,Professional Services & Consulting,WA
Elementary Education (K-6),EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2021,Community Outreach Specialist,Nonprofit & Social Services,Abbott Laboratories,Healthcare & Medical,SD
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Program Manager,Management & Leadership,Target,Retail & Consumer Products,CA
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2021,Office Manager,Administrative & Support,Optum,Technology & Software,IL
Real Estate Studies,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Policy Analyst,Government & Public Service,RBC Wealth Management,Financial Services & Insurance,FL
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Physical Therapist,Healthcare & Clinical,3M,Technology & Software,CO
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2025,Program Coordinator,Nonprofit & Social Services,Allianz,Financial Services & Insurance,MN
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Auditor,Finance & Accounting,Peace Corps,Government & Public Service,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Program Manager,Management & Leadership,Mortenson,Construction / Engineering / Real Estate,WI
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Lab Technician,Research & Science,UnitedHealth Group,Technology & Software,MA
Data Analytics,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Web Developer,Software & IT,3M,Manufacturing & Industrial,TX
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Data Scientist,Data & Analytics,RBC Wealth Management,Financial Services & Insurance,WA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Financial Analyst,Finance & Accounting,KPMG,Professional Services & Consulting,NE
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Auditor,Finance & Accounting,Accenture,Technology & Software,MN
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Operations Director,Management & Leadership,Ryan Companies,Construction / Engineering / Real Estate,OH
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Accountant,Finance & Accounting,Fastenal,Retail & Consumer Products,IA
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Tax Associate,Finance & Accounting,Deloitte,Financial Services & Insurance,SD
English,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2020,Operations Director,Management & Leadership,US Army,Government & Public Service,TX
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Business Development Associate,Sales & Business Development,UnitedHealth Group,Technology & Software,IA
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Clinical Research Coordinator,Healthcare & Clinical,Honeywell,Manufacturing & Industrial,MA
Biochemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Scientist,Research & Science,Honeywell,Manufacturing & Industrial,IA
COJO Journalism,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2019,Paralegal,Legal,McKinsey,Professional Services & Consulting,MA
Strategic Comm: Ad and PR,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2020,PR Specialist,Marketing & Communications,Google,Technology & Software,MN
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Construction Manager,Construction & Trades,Mortenson,Construction / Engineering / Real Estate,MN
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Estimator,Construction & Trades,Fastenal,Retail & Consumer Products,NE
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2020,Grant Writer,Nonprofit & Social Services,Children's Minnesota,Healthcare & Medical,MN
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Case Manager,Nonprofit & Social Services,Accenture,Professional Services & Consulting,NE
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Analyst,Other,Deloitte,Financial Services & Insurance,CA
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Legal Assistant,Legal,NextEra Energy,Energy & Utilities,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Accountant,Finance & Accounting,PwC,Professional Services & Consulting,ND
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Marketing Coordinator,Marketing & Communications,Fastenal,Retail & Consumer Products,CO
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Sales Representative,Sales & Business Development,Minneapolis Public Schools,Education & Academia,MN
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Operations Analyst,Operations & Supply Chain,Toro Company,Manufacturing & Industrial,MN
Biochemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Medical Assistant,Healthcare & Clinical,Allina Health,Healthcare & Medical,CO
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Logistics Manager,Operations & Supply Chain,RBC Wealth Management,Financial Services & Insurance,NE
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Business Development Associate,Sales & Business Development,Deloitte,Financial Services & Insurance,NY
